,x1,x2,x3,x4,y
4158,12.41,39.28,1017.08,87.02,473.86
4159,20.84,51.19,1008.63,84.11,448.98
4160,22.42,60.08,1017.71,67.46,452.31
4161,21.89,63.94,1019.55,55.09,447.74
4162,10.54,42.02,997.5,99.77,472.64
4163,19.13,40.79,1004.47,91.7,457.83
4164,30.31,74.16,1010.69,58.81,436.23
4165,4.86,39.4,1012.73,91.39,488.63
4166,27.28,78.92,1011.05,75.48,434.78
4167,16.64,53.82,1015.13,68.24,459.01
4168,25.24,57.17,1010.44,74.0,442.77
4169,19.36,44.6,1016.25,45.65,464.56
4170,26.89,49.16,1003.84,41.22,442.39
4171,21.08,63.13,1013.53,98.0,443.51
4172,12.37,43.22,1009.1,76.06,468.49
4173,11.47,43.67,1012.68,72.51,475.72
4174,28.31,64.79,1016.58,60.88,440.96
4175,25.23,58.82,1010.9,70.47,442.64
4176,12.11,38.28,1013.56,93.21,469.93
4177,14.02,40.1,1015.56,82.44,467.32
4178,31.31,67.48,1009.71,57.06,440.38
4179,29.06,72.86,1004.23,69.41,432.12
4180,24.7,44.57,1008.24,57.62,444.65
4181,22.51,59.21,1018.35,71.97,444.66
4182,11.88,40.64,1020.5,85.43,470.06
4183,7.51,41.66,1015.9,78.31,485.58
4184,3.21,38.44,1017.11,84.86,492.93
4185,15.69,37.87,1022.63,87.71,462.16
4186,22.2,44.05,1007.34,75.13,445.32
4187,29.48,59.27,1010.99,51.23,440.72
4188,15.97,45.01,1016.58,83.24,456.91
4189,21.03,70.02,1010.21,95.69,444.53
4190,18.26,58.96,1014.04,69.7,457.43
4191,29.36,78.05,1011.12,64.17,434.29
4192,28.15,72.24,1010.88,62.39,431.75
4193,26.9,60.93,1007.1,67.32,435.87
4194,21.18,44.57,1007.27,73.67,449.93
4195,24.65,64.63,1020.52,53.45,446.04
4196,9.16,42.44,1014.43,93.67,480.98
4197,10.99,43.5,1021.1,93.64,469.34
4198,30.73,69.89,1015.0,58.9,426.79
4199,28.32,47.93,1003.26,54.5,439.5
4200,26.39,71.25,999.8,89.12,430.34
4201,7.63,40.56,1023.13,81.01,486.7
4202,12.5,43.67,1013.99,90.91,473.26
4203,24.41,56.9,1006.58,77.94,439.51
4204,19.31,67.71,1005.31,77.15,446.23
4205,29.38,69.68,1011.35,49.25,430.2
4206,23.24,63.78,1017.1,63.8,446.95
4207,27.86,61.5,1009.23,46.19,439.49
4208,21.96,48.78,1019.56,85.05,451.58
4209,11.57,39.72,1002.26,78.69,474.72
4210,23.98,50.32,1008.41,67.75,443.45
4211,18.34,44.63,1000.76,89.27,455.22
4212,26.43,51.43,1006.3,71.48,441.01
4213,20.84,65.06,1016.88,71.93,445.74
4214,23.64,58.49,1011.4,74.2,445.75
4215,25.15,66.49,1012.71,63.46,436.0
4216,29.97,70.32,1007.44,53.26,428.42
4217,15.71,44.06,1018.34,71.69,465.05
4218,19.76,58.79,1017.37,89.09,449.76
4219,13.92,43.5,1021.14,88.44,461.45
4220,19.19,50.16,1011.12,99.91,449.52
4221,11.95,42.07,1018.52,84.73,467.91
4222,24.34,62.96,1019.7,61.44,446.09
4223,29.29,70.36,1006.64,60.82,431.26
4224,14.85,44.63,1020.67,75.76,460.06
4225,13.52,41.48,1014.46,67.12,460.76
4226,15.55,39.63,1004.98,89.82,466.83
4227,24.14,63.21,1012.28,89.08,440.74
4228,9.82,39.96,1024.72,97.69,471.96
4229,14.09,41.66,1009.25,71.4,469.93
4230,26.58,70.98,1008.96,77.36,434.41
4231,25.97,69.34,1009.43,88.11,435.02
4232,16.98,63.09,1020.44,95.18,450.55
4233,24.66,72.24,1011.35,77.45,434.33
4234,21.07,67.07,1004.64,86.16,446.05
4235,24.77,71.94,1006.77,88.86,432.27
4236,24.75,52.84,1005.47,69.61,442.6
4237,27.78,60.07,1014.66,53.74,439.43
4238,24.98,58.98,1010.34,78.56,441.33
4239,27.11,69.75,1009.74,85.67,433.28
4240,25.32,63.77,1014.55,74.69,441.5
4241,22.07,50.78,1008.6,61.33,449.96
4242,7.61,39.42,1024.93,74.77,475.55
4243,25.72,49.82,1016.19,60.1,452.33
4244,23.28,69.51,1013.31,53.0,444.17
4245,15.11,56.03,1020.27,89.95,462.65
4246,27.07,74.87,1010.09,58.97,440.47
4247,9.08,36.71,1025.07,81.32,479.02
4248,9.29,35.77,1015.34,63.29,475.88
4249,12.46,40.73,1017.53,93.47,464.7
4250,16.71,40.56,1019.48,49.88,467.46
4251,22.78,62.44,1011.79,75.43,446.12
4252,13.97,38.47,1015.15,55.28,464.3
4253,24.58,48.98,1014.96,38.75,459.79
4254,15.91,71.14,1019.7,72.65,458.15
4255,10.03,40.96,1024.57,91.1,478.79
4256,20.12,58.12,1015.47,79.38,453.33
4257,9.48,44.71,1019.12,66.43,478.42
4258,26.89,56.85,1012.27,43.84,436.44
4259,25.87,57.32,1012.06,44.13,442.87
4260,28.31,50.05,1005.75,50.17,436.75
4261,13.92,44.47,1029.36,70.86,467.29
4262,6.24,35.77,1019.24,70.7,483.36
4263,28.03,68.67,1005.52,58.16,438.8
4264,23.04,64.27,1014.29,80.23,439.67
4265,20.58,54.5,1015.04,89.83,467.76
4266,10.59,38.38,1021.58,68.23,474.94
4267,13.86,40.66,1017.15,83.82,463.49
4268,11.12,44.92,1025.58,93.52,470.82
4269,10.38,41.01,1020.8,94.26,465.9
4270,19.61,56.65,1020.64,63.74,457.41
4271,24.24,72.43,1008.02,86.4,436.6
4272,7.11,43.13,1018.96,87.82,486.11
4273,32.31,62.04,1010.45,38.01,449.65
4274,24.73,69.94,1006.09,59.15,439.86
4275,13.91,40.24,1017.03,85.93,466.24
4276,21.7,49.02,1008.74,82.8,446.46
4277,21.32,49.02,1008.81,85.81,445.65
4278,13.32,44.9,1007.72,78.64,466.3
4279,14.17,42.86,1030.94,66.47,466.2
4280,17.75,42.24,1016.86,61.52,468.86
4281,21.12,62.52,1015.62,78.98,450.93
4282,32.42,75.08,1004.82,41.62,436.26
4283,31.13,67.45,1015.02,41.34,435.14
4284,27.76,75.33,1003.69,79.62,433.03
4285,25.08,61.02,1010.01,73.21,437.31
4286,7.29,39.37,1019.24,73.46,478.19
4287,5.7,40.62,1016.07,84.94,482.82
4288,18.0,44.06,1016.8,78.88,454.59
4289,23.99,67.69,1007.9,78.57,437.1
4290,30.58,70.04,1010.4,48.16,431.59
4291,34.6,64.96,1003.3,34.32,427.65
4292,27.98,67.17,1007.32,75.29,440.68
4293,6.48,40.27,1010.55,82.12,486.68
4294,28.57,69.34,1007.98,65.55,439.46
4295,10.55,41.26,1007.77,99.1,473.6
4296,14.35,40.71,1023.09,69.5,473.56
4297,20.48,60.29,1017.16,72.1,455.51
4298,31.12,67.69,1005.3,50.46,425.21
4299,26.77,64.45,1013.26,44.56,449.1
4300,29.71,73.18,1012.35,63.06,427.04
4301,12.98,39.64,1013.95,74.39,473.54
4302,28.6,61.86,1011.86,62.13,439.74
4303,30.68,73.67,1005.63,57.05,429.64
4304,19.78,44.71,1015.7,29.43,465.49
4305,23.15,58.79,1011.11,82.49,447.71
4306,14.28,42.74,1028.79,70.67,467.22
4307,28.82,77.24,1008.35,78.93,433.69
4308,25.59,62.39,1006.37,74.06,435.84
4309,12.52,41.44,1016.08,68.94,477.18
4310,21.32,48.14,1016.57,71.81,449.09
4311,15.94,41.76,1023.32,67.17,462.44
4312,24.11,66.51,1015.35,56.01,437.21
4313,7.64,40.02,1031.58,71.19,479.43
4314,8.91,40.11,1022.87,78.39,475.43
4315,23.78,49.3,1003.3,76.56,439.83
4316,18.92,44.63,1020.32,47.81,451.64
4317,6.99,40.07,1014.83,54.36,490.11
4318,8.53,40.02,1031.27,85.57,476.73
4319,6.65,40.69,1020.11,89.84,479.35
4320,5.07,40.07,1019.32,66.17,494.87
4321,17.72,50.9,1012.02,85.55,456.4
4322,30.22,68.3,1014.91,34.9,434.3
4323,28.87,71.97,1008.74,82.61,435.86
4324,10.63,39.61,1020.0,72.42,476.99
4325,16.71,46.18,1011.61,95.82,459.4
4326,29.25,78.87,1012.05,84.28,430.49
4327,12.25,44.58,1016.47,81.15,475.24
4328,27.0,69.34,1008.88,74.4,439.26
4329,19.27,50.12,1007.61,100.11,447.63
4330,23.86,73.5,1011.34,87.32,438.62
4331,29.41,59.27,1011.36,52.37,441.99
4332,27.27,67.9,1006.36,62.12,436.64
4333,7.67,41.66,1016.25,77.0,485.03
4334,27.88,70.79,1005.06,72.5,429.62
4335,20.08,44.6,1014.91,36.27,461.07
4336,34.53,73.03,1013.53,36.74,437.03
4337,28.18,60.07,1016.34,49.13,441.61
4338,25.18,65.06,1013.64,55.77,440.27
4339,26.64,62.44,1011.81,72.46,438.67
4340,9.75,35.76,1019.88,62.31,474.31
4341,5.49,40.81,1014.43,90.41,487.36
4342,19.41,46.63,1013.23,86.28,452.6
4343,24.89,64.27,1013.52,64.65,444.21
4344,22.48,67.45,1014.77,63.9,445.55
4345,18.22,39.63,1005.11,79.0,465.78
4346,23.83,50.32,1008.41,72.23,445.17
4347,28.02,68.08,1013.44,44.46,434.95
4348,13.68,41.7,1019.19,84.07,464.46
4349,22.54,61.27,1019.12,54.02,450.01
4350,32.92,69.05,1000.74,39.61,426.61
4351,26.3,59.07,1007.84,78.32,441.94
4352,29.29,72.58,1007.39,72.85,428.73
4353,10.01,41.17,1018.78,86.84,479.4
4354,25.84,69.14,1009.22,88.47,431.35
4355,25.06,44.57,1007.39,56.07,443.66
4356,18.6,41.67,1013.07,64.23,458.91
4357,12.72,39.13,1008.36,92.59,467.28
4358,15.03,35.71,1015.26,56.55,467.61
4359,17.75,49.78,1004.49,100.09,452.02
4360,26.45,73.5,1010.31,74.33,433.44
4361,20.94,49.02,1008.91,87.32,448.18
4362,23.45,69.04,1010.5,80.77,442.48
4363,18.1,48.06,1015.47,82.47,454.04
4364,25.51,73.56,1006.59,96.63,437.07
4365,20.74,59.8,1015.46,76.39,452.99
4366,30.97,67.9,1005.98,55.6,428.26
4367,26.48,69.14,1009.31,84.11,435.76
4368,30.71,71.85,1008.07,72.05,425.16
4369,10.8,41.39,1019.74,74.08,478.75
4370,22.63,58.96,1013.62,56.67,451.41
4371,17.78,50.66,1015.09,91.9,456.11
4372,18.35,57.76,1019.64,77.94,458.41
4373,23.05,58.86,1013.84,62.21,445.46
4374,14.63,41.23,998.96,86.4,466.36
4375,26.22,69.89,1015.46,76.63,433.61
4376,27.78,72.43,1006.72,74.53,429.62
4377,10.02,39.96,1024.88,96.85,473.22
4378,11.67,41.93,1019.81,82.58,476.1
4379,20.35,56.53,1020.23,70.05,456.04
4380,32.53,77.95,1014.76,58.1,434.44
4381,11.5,40.22,1010.31,78.08,476.46
4382,17.55,48.78,1016.81,91.27,455.11
4383,16.13,53.82,1015.63,63.08,459.16
4384,28.8,71.77,1006.41,66.03,426.87
4385,6.03,41.14,1028.04,87.46,479.61
4386,18.41,44.89,1009.75,77.24,448.88
4387,10.59,41.26,1008.1,98.27,474.76
4388,26.23,59.07,1008.2,78.93,440.18
4389,5.4,39.4,1011.45,91.84,485.86
4390,12.24,34.03,1018.44,69.27,474.18
4391,14.47,42.99,1009.78,91.15,469.0
4392,14.46,44.78,1007.64,67.03,459.31
4393,17.86,50.88,1015.59,88.28,457.33
4394,22.44,63.47,1012.02,91.08,444.65
4395,20.3,44.9,1008.25,64.08,457.6
4396,9.47,40.81,1026.44,91.87,479.96
4397,28.16,73.21,1002.27,88.26,432.78
4398,20.86,63.73,1008.54,96.83,440.42
4399,21.34,48.06,1014.49,63.23,458.13
4400,30.75,71.22,1006.47,48.06,437.96
4401,26.75,43.21,1012.29,87.28,430.45
4402,28.62,70.32,1008.87,46.67,431.03
4403,18.02,53.16,1013.41,82.84,458.01
4404,29.12,58.84,1001.31,52.86,446.51
4405,9.12,41.54,1018.61,79.26,482.95
4406,25.08,58.49,1011.1,64.47,446.9
4407,24.22,71.14,1009.38,64.53,438.88
4408,7.29,41.04,1024.06,89.19,474.71
4409,16.69,40.56,1019.92,51.43,469.9
4410,29.53,70.79,1003.7,60.89,426.85
4411,16.23,43.69,1016.4,68.9,466.22
4412,10.88,44.63,1020.52,86.81,469.57
4413,10.96,37.5,1013.46,79.54,471.05
4414,21.7,64.44,1014.95,73.33,448.51
4415,13.5,44.92,1023.87,87.17,468.85
4416,16.25,58.86,1015.94,86.52,456.49
4417,23.88,67.9,1005.99,67.58,446.34
4418,30.04,64.44,1014.46,52.19,437.95
4419,27.78,77.17,1009.11,86.54,430.33
4420,20.85,48.7,1007.11,87.2,449.57
4421,11.02,38.28,1013.51,95.66,472.11
4422,26.45,69.13,1001.53,89.64,427.5
4423,14.79,46.48,1007.46,92.4,462.55
4424,13.92,41.16,1003.83,88.69,465.33
4425,31.35,67.32,1013.74,38.56,439.81
4426,21.79,46.21,1012.89,72.0,449.99
4427,26.18,68.08,1012.92,55.7,436.51
4428,13.51,44.9,1019.29,77.24,464.86
4429,13.31,41.26,1020.83,79.55,462.87
4430,21.43,46.97,1013.94,61.25,457.68
4431,29.84,74.87,1009.64,61.39,435.05
4432,10.64,39.61,1018.33,66.81,471.48
4433,19.75,54.2,1011.43,83.5,448.89
4434,30.97,69.13,1009.78,58.92,435.6
4435,9.3,40.56,1022.64,76.14,479.87
4436,12.53,44.03,1007.21,84.2,470.04
4437,31.38,68.27,1006.79,52.79,426.67
4438,19.08,59.15,1013.1,81.82,451.33
4439,25.35,71.98,1006.83,88.44,435.72
4440,12.51,43.67,1013.24,91.55,471.96
4441,10.48,40.0,1021.35,88.52,478.86
4442,13.06,41.78,1012.3,55.31,467.67
4443,17.68,39.08,1002.77,74.24,454.18
4444,30.62,64.69,1006.23,52.06,435.84
4445,18.84,40.79,1005.18,92.46,459.96
4446,22.9,67.25,1017.74,74.53,438.62
4447,30.91,69.75,1010.23,59.36,435.7
4448,19.3,46.93,1014.83,66.71,456.62
4449,25.11,67.32,1014.49,58.39,441.93
4450,18.32,45.0,1022.67,46.38,471.43
4451,13.83,40.78,1024.85,73.08,458.85
4452,23.39,63.94,1010.54,89.94,441.44
4453,8.61,43.8,1021.9,74.35,478.25
4454,17.35,39.72,1003.0,64.62,459.83
4455,28.76,60.23,1010.03,58.24,437.42
4456,27.2,59.74,1011.99,56.74,440.13
4457,11.87,41.78,1012.97,64.79,470.84
4458,19.77,49.39,1019.02,91.03,451.05
4459,26.02,71.94,1009.38,64.12,435.21
4460,9.65,41.03,1021.09,64.97,481.68
4461,14.96,39.31,1010.52,71.28,461.97
4462,15.75,39.0,1015.91,69.58,460.73
4463,13.09,43.02,1013.17,46.73,470.14
4464,23.33,72.99,1009.33,89.41,440.04
4465,19.73,69.51,1013.14,61.84,450.99
4466,19.1,43.79,1016.02,77.34,462.28
4467,27.91,63.76,1010.27,65.67,435.21
4468,31.88,70.36,1006.2,57.51,438.42
4469,18.77,50.66,1014.89,87.34,457.07
4470,24.54,48.41,1008.61,73.53,439.79
4471,14.77,58.2,1018.78,83.83,460.54
4472,13.74,43.71,1025.45,86.62,465.24
4473,15.17,36.71,1013.5,77.44,471.93
4474,27.22,67.9,1005.73,57.29,441.22
4475,28.9,71.25,1000.73,77.24,431.52
4476,24.2,64.33,1011.15,84.23,442.78
4477,26.03,69.68,1011.61,60.75,449.54
4478,20.19,44.57,1009.2,72.13,454.36
4479,16.71,42.99,1007.72,75.35,465.09
4480,22.22,48.98,1015.87,53.18,447.1
4481,22.36,64.15,1021.05,68.43,453.94
4482,12.31,37.73,1023.3,63.01,472.08
4483,29.73,67.25,1017.64,37.79,439.06
4484,28.54,71.94,1007.4,65.99,430.91
4485,18.21,49.69,1013.54,80.16,454.25
4486,13.26,40.83,1007.97,90.63,472.14
4487,5.89,40.07,1018.99,63.13,493.9
4488,21.43,63.47,1011.95,94.47,448.17
4489,27.81,66.51,1016.11,48.48,439.48
4490,26.71,70.72,1010.3,78.18,438.72
4491,26.51,70.32,1010.3,57.4,431.82
4492,11.11,37.5,1013.68,73.67,473.32
4493,28.78,60.07,1014.54,49.03,439.74
4494,16.01,65.46,1014.0,87.68,454.16
4495,13.7,42.86,1030.68,79.77,470.28
4496,33.33,73.03,1014.2,42.28,436.05
4497,24.13,45.61,1012.63,71.36,453.19
4498,21.9,66.54,1004.76,89.99,439.06
4499,27.7,72.24,1011.02,67.6,434.56
4500,11.84,39.28,1016.97,90.52,477.51
4501,8.8,41.26,1008.08,96.52,479.74
4502,20.57,44.78,1008.89,38.78,465.69
4503,18.26,60.95,1016.94,78.91,457.03
4504,7.28,40.67,1020.16,72.7,493.3
4505,23.02,67.25,1017.17,72.0,443.44
4506,12.58,39.72,1018.08,64.25,469.38
4507,19.13,68.61,1010.65,94.92,448.69
4508,21.19,52.3,1008.24,79.19,447.06
4509,23.08,74.78,1009.85,83.67,437.86
4510,13.69,41.74,1021.19,60.86,471.84
4511,12.27,41.17,1019.39,52.18,473.84
4512,25.2,61.08,1013.04,74.28,447.09
4513,26.92,62.44,1011.09,70.8,437.99
4514,28.79,70.79,1003.83,65.9,425.64
4515,10.27,42.34,1022.69,92.78,474.55
4516,7.61,43.22,1014.8,86.92,478.55
4517,24.61,62.39,1006.39,79.08,437.01
4518,14.05,39.59,1011.2,94.54,464.63
4519,15.34,71.14,1019.79,77.56,457.1
4520,17.29,52.72,1024.71,62.32,467.23
4521,7.17,41.92,1031.97,83.86,485.08
4522,21.6,43.43,1010.28,61.87,446.4
4523,7.32,41.26,1010.11,95.18,482.1
4524,6.62,42.49,1008.74,94.57,482.74
4525,12.75,39.58,1010.8,77.31,473.46
4526,11.01,42.02,995.24,98.62,473.96
4527,13.82,41.62,1011.48,77.66,454.88
4528,23.7,70.04,1011.13,84.16,436.28
4529,17.82,49.15,1020.73,70.25,457.35
4530,26.88,60.96,1012.1,57.9,446.77
4531,10.34,41.46,1017.75,89.73,478.03
4532,19.08,44.63,1020.14,43.36,459.81
4533,29.23,75.6,1017.72,52.26,438.92
4534,12.71,43.02,1012.25,62.68,475.38
4535,18.58,63.78,1016.24,78.74,453.96
4536,8.74,40.03,1016.81,93.37,481.07
4537,10.77,41.44,1016.72,75.27,479.19
4538,15.47,43.13,1015.11,50.5,466.63
4539,22.61,50.32,1008.41,79.4,444.74
4540,30.32,64.69,1006.35,51.36,436.72
4541,21.8,62.39,1007.84,89.04,452.15
4542,26.49,71.73,1010.07,74.48,431.06
4543,10.87,42.02,1002.08,95.22,472.63
4544,30.68,71.8,1010.81,61.4,435.4
4545,14.1,41.04,1026.11,74.25,465.89
4546,24.47,70.94,1008.07,81.55,436.29
4547,13.2,44.9,1022.43,87.68,468.92
4548,16.73,54.3,1017.96,59.44,460.54
4549,13.9,39.59,1011.84,94.74,465.0
4550,23.73,59.15,1014.08,62.65,444.07
4551,26.52,63.94,1018.23,42.41,440.47
4552,22.12,63.91,1009.61,90.83,447.77
4553,14.24,39.58,1011.17,70.45,469.94
4554,17.54,42.42,1008.97,67.67,471.28
4555,22.5,64.69,1007.03,74.92,440.73
4556,9.0,41.54,1018.83,79.61,484.08
4557,18.85,48.06,1012.52,67.88,451.77
4558,21.78,51.43,1007.45,88.71,446.56
4559,14.39,44.21,1019.77,85.7,465.03
4560,27.22,66.48,1004.59,52.66,436.06
4561,24.19,50.23,1015.73,59.77,458.31
4562,7.91,39.96,1023.57,88.44,475.52
4563,10.45,39.61,1020.23,73.39,477.41
4564,19.08,41.1,1001.96,62.77,458.94
4565,30.7,69.59,1008.03,66.78,433.4
4566,8.86,36.71,1025.64,79.65,478.88
4567,13.8,45.08,1023.99,79.72,466.71
4568,16.63,43.77,1012.25,75.09,458.66
4569,17.73,43.72,1009.33,76.68,453.94
4570,25.03,47.93,1003.02,62.89,443.55
4571,30.28,79.74,1006.96,70.21,433.45
4572,22.84,67.32,1013.77,64.67,438.36
4573,18.31,62.1,1020.38,79.02,455.24
4574,24.6,48.78,1018.1,73.71,442.23
4575,19.98,49.15,1021.56,63.89,457.54
4576,30.47,68.24,1009.55,64.98,427.94
4577,13.67,42.32,1015.41,79.04,464.56
4578,22.24,64.27,1012.97,89.54,443.76
4579,33.11,77.54,1010.36,50.99,431.77
4580,13.65,39.28,1012.97,79.64,471.91
4581,29.25,69.98,1010.74,57.42,430.45
4582,13.74,39.35,1014.82,77.48,471.11
4583,21.26,51.43,1009.96,80.66,455.45
4584,26.12,63.94,1017.97,44.81,441.46
4585,26.76,48.41,1010.53,47.38,440.63
4586,10.66,37.5,1009.42,95.86,472.86
4587,18.77,52.08,1004.02,99.86,449.62
4588,14.94,42.77,1018.9,73.95,462.67
4589,27.3,56.85,1011.66,36.09,440.01
4590,8.14,41.26,1020.61,91.28,477.57
4591,16.98,44.85,1015.48,51.77,464.27
4592,17.7,43.69,1016.98,61.98,462.63
4593,25.5,68.08,1011.13,72.86,436.07
4594,16.11,44.92,1025.37,79.85,460.99
4595,17.46,39.54,1008.21,74.24,462.52
4596,30.2,56.9,1006.89,42.69,436.17
4597,11.8,43.22,1008.57,78.01,469.55
4598,8.47,41.26,1020.57,91.28,477.14
4599,11.27,40.62,1017.03,61.94,471.26
4600,11.57,44.63,1020.7,91.11,469.64
4601,13.86,50.59,1019.2,97.22,467.23
4602,14.87,41.23,997.39,82.06,465.01
4603,18.22,58.2,1017.09,81.92,451.04
4604,29.32,71.29,1008.34,51.51,432.17
4605,12.61,41.79,1015.82,91.9,461.37
4606,9.6,37.73,1021.87,77.75,481.03
4607,28.22,51.43,1006.06,63.72,438.43
4608,22.32,48.41,1008.68,79.11,445.36
4609,29.91,70.02,1010.18,64.1,437.63
4610,12.59,39.72,1017.76,61.14,470.18
4611,17.67,43.7,1015.26,58.76,465.06
4612,24.99,48.92,1010.03,41.26,443.12
4613,20.61,44.63,1008.54,77.54,456.68
4614,23.6,60.08,1017.51,63.02,451.97
4615,11.1,40.92,1021.98,94.14,462.07
4616,9.13,39.16,1014.14,86.17,484.86
4617,30.27,64.69,1006.3,53.69,435.67
4618,15.79,49.15,1020.62,76.22,465.62
4619,15.11,42.99,1007.53,85.75,466.25
4620,10.82,44.63,1020.64,90.26,473.23
4621,24.01,65.18,1012.57,76.02,437.27
4622,22.45,57.76,1017.55,58.6,450.61
4623,14.07,42.99,1007.57,96.05,468.87
4624,23.09,70.47,1010.76,79.89,439.36
4625,24.31,65.34,1013.82,63.85,449.88
4626,4.04,35.47,1017.51,87.35,486.86
4627,9.87,41.82,1033.04,68.57,475.58
4628,11.84,40.05,1014.54,86.78,473.82
4629,18.8,44.71,1016.56,31.29,459.85
4630,13.87,45.08,1024.42,81.69,465.48
4631,26.17,70.47,1010.25,68.96,434.56
4632,10.02,41.44,1017.37,77.65,479.63
4633,29.45,70.02,1010.28,65.93,437.82
4634,17.66,62.1,1019.49,86.3,452.03
4635,10.56,39.13,1010.19,87.12,463.14
4636,28.31,74.33,1011.89,69.77,428.46
4637,22.24,41.1,1001.96,42.6,451.95
4638,24.32,71.14,1011.71,71.65,435.34
4639,7.0,39.81,1017.47,87.65,484.51
4640,25.56,75.6,1017.37,69.31,442.2
4641,23.69,58.05,1012.08,74.26,444.46
4642,22.72,63.73,1012.63,82.14,448.56
4643,12.8,42.18,1016.27,83.9,467.69
4644,16.31,52.75,1024.4,55.69,456.58
4645,13.13,50.59,1020.26,87.44,470.03
4646,24.54,60.23,1011.55,72.78,445.25
4647,17.82,56.89,1014.24,77.73,453.83
4648,5.84,40.62,1018.58,82.73,482.1
4649,20.79,68.28,1001.42,76.77,445.83
4650,25.42,75.6,1017.39,77.63,438.24
4651,25.4,70.4,1006.8,94.78,439.04
4652,7.14,44.71,1019.98,71.9,487.71
4653,29.58,76.2,1008.37,60.73,433.91
4654,4.99,41.03,1022.33,83.11,493.16
4655,18.19,66.54,1012.9,86.05,449.22
4656,13.65,42.74,1026.58,71.48,468.87
4657,13.87,38.01,1022.61,84.22,473.39
4658,29.82,43.21,1011.52,63.54,433.31
4659,25.31,49.82,1014.62,62.15,453.05
4660,29.59,74.78,1009.45,55.75,436.77
4661,29.6,67.79,1010.37,51.05,442.43
4662,15.74,43.71,1024.7,78.38,462.66
4663,8.83,43.56,1014.9,81.55,482.43
4664,23.18,59.04,1011.44,79.28,443.12
4665,13.31,42.18,1016.0,83.94,466.56
4666,25.68,70.17,1001.38,85.89,433.92
4667,8.68,39.61,1021.54,77.98,486.31
4668,7.52,41.66,1015.2,78.41,483.28
4669,12.68,45.01,1013.86,83.26,448.69
4670,25.53,71.85,1009.19,74.7,431.26
4671,16.64,39.64,1008.7,81.79,463.49
4672,14.95,43.72,1010.28,93.62,459.31
4673,24.12,58.66,1011.55,58.96,450.69
4674,28.74,70.32,1008.15,45.99,431.93
4675,22.5,59.54,1007.99,93.63,445.22
4676,15.33,36.71,1013.99,73.89,468.36
4677,28.82,71.8,1010.97,67.64,436.71
4678,27.66,76.86,1001.31,69.47,436.64
4679,25.96,63.77,1013.24,65.43,445.26
4680,8.27,35.77,1015.3,73.36,478.13
4681,28.9,68.12,1011.87,46.56,438.53
4682,24.17,48.78,1018.08,75.14,440.96
4683,20.56,59.14,1016.02,68.59,448.82
4684,13.8,42.99,1007.16,67.28,470.93
4685,5.81,45.87,1009.63,94.38,479.66
4686,26.64,73.56,1004.98,93.31,432.93
4687,23.63,73.18,1012.29,88.81,437.7
4688,26.06,67.83,1009.26,66.37,432.28
4689,29.18,68.24,1010.04,68.04,428.52
4690,11.77,40.71,1024.55,72.49,477.94
4691,22.32,70.47,1010.97,83.16,441.87
4692,18.34,45.64,1019.05,82.53,460.58
4693,17.83,43.72,1008.64,78.72,453.86
4694,23.09,63.76,1009.82,72.36,443.86
4695,9.55,40.72,1023.12,68.06,481.08
4696,24.23,56.89,1012.32,68.04,441.29
4697,30.65,71.06,1008.61,76.76,432.08
4698,19.68,62.96,1020.41,82.26,453.58
4699,34.15,68.51,1010.75,37.02,430.19
4700,4.32,35.47,1017.8,88.51,488.03
4701,17.15,43.69,1017.05,63.36,463.88
4702,20.2,50.9,1011.72,77.63,454.09
4703,9.31,43.56,1015.09,79.96,482.55
4704,10.75,40.81,1015.93,79.27,474.71
4705,10.72,35.76,1019.71,62.26,473.48
4706,29.52,75.33,1002.62,70.64,433.39
4707,11.57,41.38,1021.71,61.49,473.94
4708,9.51,43.79,1016.02,79.81,481.12
4709,14.08,40.1,1015.48,82.81,469.33
4710,16.69,46.18,1011.0,97.85,458.57
4711,23.48,66.49,1014.41,62.61,450.05
4712,9.83,41.17,1019.34,72.29,478.21
4713,23.74,63.9,1014.73,81.9,445.47
4714,11.21,44.03,1007.95,93.03,471.79
4715,22.86,66.48,1003.77,71.22,435.56
4716,19.55,42.04,1009.99,67.87,466.4
4717,7.81,40.71,1023.32,82.08,475.46
4718,25.76,65.48,1017.82,54.77,441.14
4719,19.39,51.43,1011.06,94.35,456.25
4720,23.87,50.39,1012.96,76.05,452.59
4721,20.45,59.8,1015.13,79.21,452.96
4722,24.2,50.78,1008.74,59.32,443.09
4723,14.02,44.47,1028.02,68.97,465.93
4724,23.86,66.54,1005.23,90.89,432.17
4725,12.49,38.25,1012.61,83.32,470.63
4726,28.37,63.31,1013.18,49.02,437.64
4727,12.15,38.78,1013.34,95.05,474.15
4728,9.27,42.02,1004.29,95.05,474.93
4729,26.44,69.34,1009.55,73.18,440.43
4730,6.1,40.07,1020.21,67.24,494.43
4731,14.77,41.39,1018.95,65.61,470.21
4732,15.87,45.0,1021.92,40.0,470.85
4733,23.56,51.86,1014.04,73.9,448.04
4734,21.89,58.62,1016.15,74.59,450.05
4735,32.51,71.22,1005.62,47.6,433.76
4736,23.19,42.67,1007.83,63.31,446.95
4737,14.38,40.73,1017.48,90.64,462.98
4738,29.1,77.95,1010.01,71.48,431.28
4739,27.14,63.13,1013.38,75.68,438.82
